"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.487713445E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,4.336275014E0,5.032621795E0
6.497713445E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,4.331047277E0,5.070525570E0
6.507713413E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,4.320838020E0,5.086553954E0
6.517713373E2,6.504144609E1,2.546528210E1,1.699644898E1,0.000000000E0,6.971602645E0,4.298375399E0,5.022474608E0
6.527713326E2,6.504145854E1,2.546528413E1,1.704120764E1,5.932501507E-1,9.795568004E0,4.201972598E0,4.527806511E0
6.537713293E2,6.504146819E1,2.546528756E1,1.717840290E1,8.781194409E-1,8.944628366E0,4.107846237E0,4.611951995E0
6.547713246E2,6.504147583E1,2.546528389E1,1.724393775E1,8.118097288E-1,6.108034190E0,4.054301379E0,4.956291302E0
6.557713202E2,6.504148142E1,2.546528881E1,1.671075275E1,7.024234343E-1,1.946109323E1,4.098314483E0,5.122969561E0
6.567713159E2,6.504148974E1,2.546529188E1,1.687629528E1,7.608902178E-1,2.135540061E1,4.150900828E0,5.152468520E0
6.577713118E2,6.504149126E1,2.546528591E1,1.581437729E1,3.723397988E-1,8.875798102E0,4.120131308E0,5.358900607E0
6.587713069E2,6.504149797E1,2.546528300E1,1.612960653E1,5.302475163E-1,3.586208283E2,4.070897800E0,5.123027650E0
6.597713025E2,6.504150535E1,2.546528344E1,1.668374416E1,6.930067843E-1,1.485261583E-1,3.979429308E0,5.024563399E0
6.607712975E2,6.504151715E1,2.546528443E1,1.622518191E1,9.794185481E-1,1.111516217E0,3.989438677E0,5.061898894E0
6.617712934E2,6.504152713E1,2.546528356E1,1.597514594E1,1.010385236E0,1.323885562E0,3.948275390E0,4.846446718E0
6.627712883E2,6.504153659E1,2.546528523E1,1.560029694E1,9.690973087E-1,5.747916082E0,3.965138658E0,4.784843659E0
6.637712833E2,6.504154896E1,2.546528204E1,1.541522968E1,1.023152519E0,1.248067561E0,3.995467594E0,5.419388576E0
6.647712786E2,6.504156134E1,2.546528297E1,1.500033618E1,1.098882065E0,3.203161739E0,4.046454733E0,5.327760134E0
6.657712736E2,6.504157163E1,2.546527946E1,1.496120895E1,9.947600808E-1,3.589206204E2,4.031796538E0,5.439227771E0
6.667712692E2,6.504158447E1,2.546527582E1,1.504930899E1,1.071408527E0,3.571435444E2,3.999306260E0,5.270735781E0
6.677712648E2,6.504159917E1,2.546527035E1,1.520558910E1,1.248179544E0,3.548985706E2,4.030302098E0,5.381303219E0
6.687712594E2,6.504161169E1,2.546527190E1,1.553936780E1,1.226565752E0,3.573340232E2,4.104341101E0,5.584662202E0
6.697712542E2,6.504161617E1,2.546527107E1,1.438343741E1,8.584612337E-1,4.382712556E0,4.232826802E0,5.847871279E0
6.707712491E2,6.504162658E1,2.546526192E1,1.521727922E1,9.329745652E-1,3.523831924E2,4.246431450E0,5.631329009E0
6.717712443E2,6.504163924E1,2.546525622E1,1.517268725E1,1.039645648E0,3.504699027E2,4.293944696E0,5.866652952E0
6.727712390E2,6.504165273E1,2.546525564E1,1.518179021E1,1.067535622E0,3.545478995E2,4.231335646E0,5.584395070E0
6.737712339E2,6.504166350E1,2.546525425E1,1.502278533E1,1.030942539E0,3.571542066E2,4.267885993E0,5.889971268E0
6.747712291E2,6.504167377E1,2.546524775E1,1.517137857E1,9.976571674E-1,3.547156447E2,4.221086131E0,5.644555833E0
6.757712237E2,6.504168672E1,2.546524333E1,1.528164265E1,1.090827107E0,3.553209223E2,4.239406139E0,5.605787720E0
6.767712193E2,6.504169826E1,2.546524565E1,1.581468323E1,1.158086005E0,3.587762825E2,4.329574028E0,5.385295917E0
6.777712138E2,6.504171010E1,2.546524542E1,1.588889783E1,1.224260994E0,3.597623997E2,4.442065958E0,5.529367870E0
6.787712089E2,6.504171807E1,2.546524300E1,1.584363412E1,1.074761494E0,3.590153200E2,4.505517499E0,5.165474106E0
6.797712041E2,6.504172194E1,2.546524225E1,1.581454875E1,7.655131518E-1,6.449240475E-2,4.502771762E0,5.393746781E0
6.807711992E2,6.504172918E1,2.546524089E1,1.561031909E1,5.807299415E-1,3.593380095E2,4.471326380E0,5.340472837E0
6.817711935E2,6.504174442E1,2.546523911E1,1.587389698E1,7.978295518E-1,3.562588953E2,4.582318464E0,5.448413779E0
6.827711877E2,6.504175959E1,2.546523809E1,1.640515526E1,9.488880061E-1,6.243389847E-2,4.678923368E0,5.774731584E0
6.837711828E2,6.504177322E1,2.546523025E1,1.699021302E1,1.006255158E0,3.584322064E2,4.726856989E0,5.920865202E0
6.847711780E2,6.504179116E1,2.546521140E1,1.815365279E1,1.181356356E0,3.556411409E2,4.763485243E0,5.844233504E0
6.857711722E2,6.504180707E1,2.546519987E1,1.860207980E1,1.053581258E0,3.569542280E2,4.769392590E0,6.339648158E0
6.867711670E2,6.504181928E1,2.546518963E1,1.847999055E1,1.036748713E0,1.497660178E0,4.729312802E0,6.039634548E0
